Tweet,Emotion
Coz of lockdown bosses ko yaadon mein gaaliyan bhi kam pad di hogi.,Happy
#CAA kya he? State answer.. #CAA is Citizen amendment act Hamse to puchhkr dekho hamne bardasht kiya he. Hmara Answer.. #Ctizen_Atrocities_Act,Neutral
Honey singh is back ...........DAR MATT MEI NHI ILLUMINATI BEST LINE ......,Happy
"Hello ji.. Gumrah krny ki zarorat kya thi?? It isn't the first time that sugar price has been increased!!! Could have been left easily.. Abhi tak tho ye baat thi. JKT ke khilaf IK kuch nahi Kar saktha, he is ATM etc etc... Now Gumrah...",Anger
"I will keep on saying, No.of deaths are increasing due to Covid and PM is responsible for this. Where are the SOP's? Asad Umar comes on Tv and says halat control main hain while we are seeing a rapid increase everyday.Kya chahti hai ye government?#lockdownpakistan",Anger
tum dalal aur badhve ho.get well soon,Anger
: Delhi fights are just two dudes saying haath toh laga ke dikha Abbey tu laga ke dikha to each other until more dude,Happy
Tek hai mahn lia ptr CM Punjab ku be samja Dai Balochistan ky mamlaat se duur rahy.Apny Kzn DG Livestock balocgistan Health wing ky transfer kew rokwaia? jo ky baut e ethenic Officer hai.kya Isliah CM bania IK ne inku ky Transfer rokeay Balochistan me,Anger
Lockdown chal raha hai. Aaj bhi sab May rehna.,Neutral
waqar zaka&#39<br />nhi prha maine poore saal <br />is missed,Neutral
Aditi mam aap bahut acha kam kr rhe ho . Keep it up. Love from Jaipur Rajasthan,Happy
Can u imagine the pain she has gone through that time main bhi punjab se hi but i trust sana yr lyrical video tha stories post kri thi na,Sad
Landay k arasto tujhe pata hai WAPDA or PEPCO or NTDC ka difference ?,Anger
Honey bhi plz ap purna look pe ajao,Neutral
"Infinix S3 , Gb Gb sell karna chahta hoon...warranty july sy start hy..only day use kia hy Price , Location , lahore",Neutral
Bewaqof Insan apko kes ni Geo news mai bhrti keya hai..,Anger
Okara ya sahiwal me koi ye mobile sale krna chahta hy to please contact,Neutral
plz rest kia kro apna khayal rakha kro,Neutral
agr corona ka dr itna hi tha to av kyun bhej rhe h..av v nhi bhejna chahiye tha jb mrne lge to aapko apni seat ka dhyan aaya..ganda politics gande log...modi ji mai aapse only bolna chahta hun..kya kiye aap desh ke sath...mai aapme trust krta tha log trust krte the..bs maut mili,Sad
Desert hai yeh bhai,Neutral
"Hello , maine operation shield band kar diya hai. Koi bhi containment zone add nahi hoga ji. District wise case show nahi karunga ji. Poori delhi ko open krdunga ji. Paisa kamaunga ji. #KejriwalExposed #KejriwalFailedDelhi #ShamelessKejriwal #operationshield #delhi",Anger
Haha ab bs zardari reh giya hai usk liye bhi trend hona hai.,Happy
"Also noteworthy how champions of feminism, celebrities, police and Deputy commissioners jinko self promotion ke liye road pe kachra nazar ajat aur video bna ke responsible citzin ka caption laga dete hen rozana are no where to be seen.",Neutral
I am from India bhai fake news ke bhi limit Hoti Hai,Neutral
Ab is khusray ki yeh okaat hai ke trolls ko retweet kar raha hai,Anger
Assalam o Alikum sir Dear sir hamaray sath aik dafa contact kia jae please Hum almost banday hain jinhain ibrahim fibers ltd faisalabad nay job say farig kar dia hai hamaray sath tawun karain sir #bycottibrahimfibers,Sad
Tum logon k zaban se patha chla jata hai hai kis party se ho aur khandan bhi,Anger
A.A I want sale my new mobile ii pro Gold New Price . chalaya hai serious friend contact karein last price me sale karna hai sialkot se ya ass pass waly rabita karein .,Neutral
Bad mobile Camera is so thire classi want to sale,Anger
Kash me is jail me chale jao I want to go (this jails only),Neutral
"Hassaan please stop with the publicity stunts. This isnt like the khadija case. This woman knowingly engaged in an illicit relationship with a married man. Parcha tu iss pe bhi ho ga, zina ka.",Anger
Ghasti k bacche sirf yahi kar. Na Pak army may dum hai na he tumme. Sirf tweetein kare bharve ki tarha Awam toh chutya baithi hai,Anger
Respct sir main apke daily audio lecture daily read krte Sir Apne aaj Nepal ke bare main batya sir usme Apne dharachula -lipulakh km road connectivity ke bare main kha but sir Kuch newspapers previous year pithoragarh -liplekh road batya Sir hum confuse slove it,Neutral
Mohd amir is best bowler wahab koi kaam ka nahi hain,Neutral
are saahab. se kuch sikho. Ye hai banda jisane kitni hi bus bhijwa di. Aur ek tum ho Sharam aati hai ya nhi.,Anger
Nice song guru Sir but vo baat nhi bani Jo 'The guru randhawa' m h..but it's okay nice song,Neutral
Agr aysa kashmir ma ho tu tm pakistan ko abuse krta . Mara indian dosto ya fight dikho ap ka kashmir ma max bnda hain idhr balochistan ma unknown enemy ha hmra Hum na KPK clear kr lia ab balochistan ki bari ha,Neutral
Yo Yo ....aaagya sher ab .. music bawal .this is the perfect comeback,Happy
Ap logo ko imran hazam ni ho ga.. Plane crash hua governor or minister gaye jin institutions ka kam tha wo gaye.. Imran khan eid ke chutiyan manany maa k ghr jaye bap k jaye pahar pe jaye nadi pe jaye ap ko kia taklef.. Ap logo ke halat woh ha tail per aag lagi hui ho jese,Anger
"ap sbko reply kr rhe ho mjhe nhi,, mjhe kahi nhi Jana,, I love you sir",Happy
Skills k hisab kam to de dena pahle jaan to bacha lo sir .. please,Neutral
Agar khud na banao tou nae banti political debate. Awam bhe ham khud hi hein.,Neutral
hello friends i want Samsung A5(6) LCD panel agar kesi kay pas ha to plz muj say rabta karen,Neutral
Bhai aap logon ke group me koi fb to de nahi raha sadique azka khan srk koi bhee reply nahi de raha kya fayda reply,Sad
Mujy buy karna ha P0 Lite sargodha ya Islamabad me. Agar kesi ny sale karna ha tho contact kar len .,Neutral
Why not on Trending .The one who agrees like. Trending pe aana chahiye ye gana . Please like kro,Neutral
Khatam ho gayaa honey singh. But still like this song coz fan of him,Neutral
Ye sala ab trending me chadega,Anger
Main aap ko disturb to nehi kiya ??,Neutral
Aur Awam bhi yahan pai pagal Hai... Jo dossron ka sath nahin daiti. Standing for justice. Nobody cares that's why rich and powerful people do what ever they want.,Anger
dear sir punjab police Official page ko tag karte ap,Neutral
Wawoo great bohut acha Sir g jab ham apko imran khan k sat dekta ho to dil bohut khosh hojata ha,Happy
Agr kisi k pas orignal Z2 ka charger r data cable to z contact me.,Neutral
Jaisa Socha Tha wo Maza nahi aaya but good song,Sad
": Sab kuch normal ho gaya kya?? At least by looking at the number of cars on the road, and people roaming on the streets wit",Neutral
Allah pak ap sabko apne hifz o Aman mein rakhein. Amen.,Neutral
Garibo ke sath ye discrimination khatm hona chahiye. Please grant Age relaxation for poor EWS catagory. #AgerelaxationEWS,Neutral
Ary janab apny apny dor main sab professional thy aab kis kis ka naam likhon,Neutral
Mein text ....,Neutral
blockbuster song aane wala hai can't wait #TereBina,Happy
nice video pls make video on india tv news channel rajat sharma app ki adalat,Neutral
Tere Bhadwa Imran Khan Deti Twitter pe Hagta Rhta Hai Din rat India India Karta Rhta hai Jab Tere Pm ki Maa Chod Skte hai tow Tu kya Rahega Behnchod Bhikhari Mulk Teri Maa ka Bhoxda Maru Behn ke Lund,Anger
Fakeera ko kahain k aik call bhutto ko b lagaye k ager zinda hai to ya to sindh k liye kuch karay ya sharam kr k hi mar jaye...,Anger
Ach phone ek.ee.kmi.he.dual.sim..card Nh.lgta.phir.bhi.agr.kisi.pas.he.aur.sale.krna.chahta.to.contact kare.hyderabad.09,Neutral
Acha kon like kr rahA hai ????,Neutral
I have Q X0 mobile for sale in good condition at price Rs.30 my cell no is Bahawalnagar,Neutral
yar aap kahan kahan sy search karty ho main to aap ka fan ho gya Allah bless you,Happy
"Shame on management of punjab electricity board.Jab temperature up hota hai aur hamein din bhar thak kar chain ki neend leni hoti hai to inka drama shuru. Cutouts and cutouts in dhakoli, zirakpur.Sirf minister hi aaram karne layak hain aam log soch bhi nahi sakte",Anger
time nikal k maaar jao please,Anger
Kindly bjy trend start karna hai!!,Neutral
sir g muhh na chalao hamein bhi intezaar hai Kabhi toh haath pair chalao ....Pakistan always need a tight slap after a few year and it has been many year you didn't get a nice one.,Anger
"Miya Niazi, aapke bas ka naa hai.",Anger
Chalo Guys iss song ko Trending No1 par le Jate Hai... Share YO YO ON TRENDING,Happy
Yeh hai Apka Kamyab lockdown????,Anger
Agar tumri ye baat sahi hai iska matlab next govt UP mein Yogi ki nahi banegi aur na hi Modi ji PM banenge kyuki in dono ne ekdam bekaar kaam kiya hai. Yehi bol rahe na aap?,Neutral
Bhutto family aur Shareef family see to Dil bhar gia tha imran s kuch umeeden hai magar wo bhi Kam hoti jaa rahi hai,Sad
Aap Pakistan sy ho ???? I am from Pakistan,Neutral
Victor striker hai jo ja rahein hai woh winger hain aaise bhi isne kya khaas laga frankwa ko samajh nahi aa raha. Kya pata Victor = Fees Michy ho who knows...yeh sab news wale bhi khalee baithe baithe gossip banate hain.,Anger
Agr koi ye set rawalpindi se sale krna chahta hai to is number pe rabta kry,Neutral
sir this work is pending last Sanjay park baljeet nagar mai pine ka pani nahi mil raha logo ko please help me,Neutral
Plz face review banao na yaar plz i request u,Neutral
",please help, punjab me phase hai, kuch help Kr sakte hai",Neutral
Bahi Ajj Ghar Yaad aa Gya aa. .<br />Today I miss my family. .,Sad
/64 Me Itni price me Best he or Battery bhi Mah wao Great,Happy
Very heart touching..! Rula diya yaar..,Sad
Surname mast hai,Neutral
Bohot achi baat hai Bhai yaseenabad mei month se paani nhi aya tanker dalwa dalwa kr budget out ho raha hai.,Neutral
zbrdast video banate ho ap sir..keep it up,Happy
Mere sar pe apke jitne baal nahi hain...kafi kuch sikha sakta hun gutter politics ke alava,Neutral
Baap is back Bangg oL,Happy
"I am big fan of guru randhawa and specially for these songs #madeinindia , #isharetere ,#highratedgabru but yrr is song me maza nahi aaya aapko kya lagta h",Neutral
Sher is back yo yo,Neutral
best video bhai yakeen hai ap kay m subscribe hon gay inshaallah plz give me heart bhai,Neutral
Once again Honey Singh Rock karne wala hai,Neutral
He must be talking about the SINDH provincial govt... hajun sahiba kessay logon k samnay jana parta hai app ko ... kiya zalalat bhari zindagi hai Hana,Anger
Sir Meri electronics repairing ki shop h to kya main shop khol Sakta hun,Neutral
Please Retweet My All Posts friends like b nahi kar pa raha or comments bhi ka jaga pe nahi ho rahay,Neutral
koi dost batae ga yeh usb OTG supported hai ya nahi,Neutral
Tooter dead hai,Neutral
There are thousand and one problems with the country. I have yet to see you commenting on any of those problems. What is your interest in defending the sugar mafia? Agar lifafa kaho toe tumhain mot aati hai.,Anger
Kis nay kaha guzaray Hain Bhai. April say pahlay Lockdownn waisay hi Bilawal type thaa . Jo kuch that wo k baad smart lockdown keh ker khatam ker dia. Na SOP implement kerwa saktay na awam that bethi.,Neutral
good job sir i salute for u bhut acha work lga sir apne dil khush kr diya g,Happy
: Sonu bhai pls help me I m waiting for..... Bhai plz reply me bahi....,Neutral
Please open lockdown otherwise public pagal ho jayegi apko lockdown krna hai ap uss area mein kro jaha case hai apko to trains b chalne chaye punjab mein jaise pehle chalti the or ap ne to PM sir se lockdown bdane ko bol diya apne curfew lga kr kya kr liya case to phr b itne aaye,Sad
Reality TV ma kuch things mujha real nhi laghti par mujha kuch things ka bara ma information nhi thi jo is sa mili I thanks to reality tv,Neutral
Yo yo test Kya ho ga,Neutral
"Jawab dene mein paper nahi dikhana hai,Kasam se",Neutral
Assalam-o-Alaikum Aap Har Drama Main Aisa character Q Laiti Hain Jis Main Aap Ko Baad Main Sub Bura Bhala Kahien Wese Main Aap Ka Bht Bara Fan Hun...?,Happy
Sochta rha to aj result k bad b sad hn or soch soch kr pehly b ...isleye yehi decide kia ha insan ko nai socha chaheye jo ho chuka chor do,Neutral
Bilkul hum log welcome krenge,Happy
#SayNoToUniversitiesFees Kidhr se lai ayen parents paise tum lgoo ka pait bhrne ka lia Sari situation samne hai phir bhi inhe fees chahia Insaniat hi khtm ho gai ha yaar,Sad
Doctor-Population ratio in India is :16.According to Modi ji Lac PPE Kits manufacturer Daily.1 May-12 may tak Lakh Kits(Doctors Lakh).But ye sabhi Doctors tak to pahunchi nahi. Hisab thik bitha lo modi ji.,Anger
bhtt acha video bhae keep it up,Neutral
Yo Yo ke takker me koi nhi hai. Kon kon Honey singh ke saat hai wo like kare come fast,Neutral
wesy koi or song try kro,Neutral
I love it yo yo honey Singh and neha kakkar Kaisa laga song dance true fan hai tho like zaror karegaa,Happy
Ap please parishan na hu hum apkay sath DM mai connected hain.,Neutral
"Didi ko attention chahiye ,,,jaag ja kl ki soyi hai kya ,,ja dekh Jake sb clear hai",Neutral
yrrrrrr u r great . how talented r u and also s nice person. rulane vle bohit h but ap hassne vle ho thank you so much apki vedio Sara stress door KR deti h hum sab frnds ikathr ho KR apki vedio dekhte h mane sabko Kaha subscribe krne k liye.and plz try any Punjabi character and AP Punjabi bolte bohot cute lahoge,Happy
sirf afghans ka zikr babar k dor mai milta hai fata kpk mai wo b jab lodhi ko rule mila delhi mai tab r afghanistan ki riyasat pehli dafa abdali k dor mai creat hui,Neutral
Kashmor Main Karobar Khul Gae ll VSH NEWS Report From Kashmore via,Neutral
"Please Aglibar Donate Karne K Time Ice-cream ko Change karke Soybeans Dena ka Try Karna, kam Kharach Mein Jada Pustikar Khabar.",Neutral
Love you yoyo... din bad semester exams h Wish me best of luck,Neutral
Offer de rhi ho kya .,Neutral
Rasool Ki Shaan Mein Gustaki | Case Booked In Hyderabad | SACH NEWS | via,Neutral
Jin logon ne reply kiya sabhi ko follow kiya.... Ab aap logon se nhi kahnga.... Nhi dnge follow back to..... Samjh lijiye btana kya,Neutral
Mny qmobile ss sail krna hai MRI demand rupees hai dis vehari,Neutral
KGS Mai abi na to Sana ne acting ki Hai or na hi Gaya hai to ye Sana ka song kese huya????.,Neutral
Phle bhut sahi songs ate the honey Singh k but ab sirf music rhgya h. Or epic historical khne walo matlb smjho lyrics ka,Neutral
Bro # guru kya gana h # downtown hit like for guru and downtown,Neutral
wese oppostion ke sab Naam Awam ko Pata hain unn sab Par Cases hain or Wese bhi ab uss chor ke hawai jahaz ki zarorat nahin Hai Latest Chor ka Naam mention karein,Anger
HUM Ghareeb Mazdooro ke Ghalti hai ke pti ko vote deye pti kabee be mazdoor doest nahee how shgtee,Anger
"I have seen it first time in the history of independent India that there are no haters in entire country for any person. Dil se salute hai sir aapko, aapke tweets dekh ke bahut sukun milta hai. Love you sir",Happy
: yeah. Kya mast scam hoga.,Neutral
You are legend Allah AP ko kuch rakhai AP hamai kuch karta hai god bless you thank you so MUCH BEST TITANIC STORY I EVER SEEN,Happy
You are great sir me ap ka nam janna chahun ga,Happy
Im in lahore. Meray pass note dual hai golden with all acces and box note say exchange krna or ni tu sale bhi kr do ga,Neutral
Kis kis ko ye gaana Pasand Aya h like here,Happy
"Can we please start normalizing giving compliments to everyone? Just commented ""pretty "" on my classmate's picture and my friend took the ss of that comment and sent it in our group with her picture and said, ""Kashaf itna jhoot kaise bol leti ho?""",Happy
I want t0 buy this phone with all accessries and box with warenty...!! Agr warenty na b h0 tou ki bt nahi...!! I m live in rawalpindi contact me,Neutral
l m proud of you sadaf your such a brave girl Allah aap ko amesha Kush rake ....Ameen great story Love you sadaf always be a brave girl,Happy
love u sir g from dera bugti....ap ki video se achi information milti ha aur boht maza ata ha apki video dekh kar,Happy
gta wala.scene laga btw im waiting ..jldi song aje,Neutral
Jis trha qaid e Azam ne mulk azad krya tha ke muslman apna g sake ge azad ho kar muslman apne rab ki ibadat kr sake ge ye who mulk ban gaya hy jaise india ke hukmaran cahate the i hut pakistan lidar who cahe sindh ka ho ya phr pakistan of prime minister ho,Anger
Yeww are awesome broooo...apke bolne ka andaaz bahut hi khubsoorat hai...aur bahut axhi tarah smjh aata hai..bahut khubb bhaii...god bless yewww..??,Happy
"That is great... But mera concern alag tha.. mera perception tha jo humne aajtak dekha.. politician croro ka scam karke bhi Bach jate hain... That's it... Murder, rape karke Bach jate hain... Yahi hota dekha hai...",Anger
"Arshad bhai Kuch dinon ka Shor hoga phir lambi khamoshi, bcoz Kuch aur Naya aa jayee GA market main Shor machanay k liyee Like what happens to all such kind of incidents, Jatoi, khanjo etc u name it",Neutral
"people expected hathi ram,, a low ranking inspector to win against a set of powerful politicians and police commissioner and CBI????? happy ending ke naam pe kuch bhi chhaiye logo ko",Anger
: Hum Baat Pakar K Baith Jatay hain... Cause Naie deikhtay Eventually Whole Sindh is Suffering. Due to PPP but we are after I,Neutral
Mere pas qmobile cs1 plus ha box chrgr handfree or October tak wrnty bi ha /9 ha...price hzr dead final ha full and final ha....rawalpindi...pirwadai morr...01,Neutral
Bhai aap ka old hair look Hi Acha Lagta Hai..,Neutral
Ajj ajj mai million like complete karnai bhai logo Hit like button,Neutral
Great video nd really so information plz aisi videos aur b bnai takai aur information hasil ho,Happy
Mjhe samjh nhn aita the assembly ka ijlas kyun bulaya humarY tax ka paisa lotanay ke liye wajha the wah ap tu na kero aisay band ker do sab kuch jab lock down pura khatam ho ga tu dekha jaye ga,Neutral
uncle aap ko challenge kar rha hai,Neutral
Great song. I hope that May be is song se kuch log ki soch badle.,Happy
: Assalam o Alikum doston mera phele bhi ek account suspend hochuka hai aur mera main account bhi dead ho chuka hai Please mu,Neutral
Modi g:Local ko vocal krna padega. Me:6 salon se make in India kya tha?,Anger
: Larkiyo tumhy kia chiya sucha pyar Ya Car,Neutral
Mai qmobile s6 plus sale krna chahta hun mah ki waranty hai /10 condition price Contact number,Neutral
Main to lockdown khatam hote hi port karwaunga,Neutral
Sare rappers Bach k raho.. Bap is back... #yoyo,Neutral
"everyone knows who is #SugarMafia ,,, hath dalne se kya hota hai... It is only when all of them are brought to justice ... N believe me esa kabhi nahi ho ga. qk Neeyat hi nahi #SugarMafiaExposed",Anger
Sir jinke paas PSV bedge nahi hai wo kha jaye unke liye to kuch karo sir..,Neutral
govt ka kia qasoor hy..govt million wala wakeel to kr k deny se rahi...or judge ko million bhi mil jany hn or mamla hal ho jana hy.hamara nizam e adal khrab hy.buraion ki jar wohi hy.adalten choron ko sazaen den to phr he Pakistan agy barhy,Neutral
Fitaa muh tara... Islami riyasat k name ka hi kuch khayal kr lo,Anger
Sir ap kio saa bhi movie nikaal do wah paaka hit jaeigi ab,Neutral
Aghar aap lockdown ko khatam nhi kar shakth h tu garibh logo ko aap mar bhah du kiu ki garibh logo kha ya koi kam nhi kar shakth hai,Neutral
Video kaay End Paar Kamal Kaar gaay Hoo Bro about information you give us Which was We Do not know Before Ever Azzan kaay baraay Main Nahi dee thi....,Neutral
#china abhi to covid se duniya ki maar rha hai ek din artificial earthquake se marega men mad earthquake USA ke pass phle se yeah technology hai wah bhi kr skta hai duniye ke kisi bhi part me disaster,Neutral
"Yo yo is back Meri Jan welcome,",Happy
"I love you Sir, kasam say keya banda hai tu Me aap ki video bohat bohat pasand karta ho.",Happy
Keya yr mar dalogi keya... i Miss you jaan,Sad
Hmara haal pta kia ha. ? Hahaha larte b tumse hain or marte b tum pe e hain Luv u India love from Pakistan,Neutral
Ocean k andar wala bohat mazay ka hai....i wanna go there...,Happy
"Insha Allah, sir Allah sehat dey, aap tu PTI k ruh e rawan ho",Neutral
I.m back bro kafi din bad Aya waps channel p AP k Thora masruf th,Neutral
#Ertugrul Yeh Hai #Pakistan Ke Wo Gold Jo Ajj Bhi Zinda Hai Jin Ki #birthdaywish #Google Kar Raha Hy (Super Special Lanat For ) (Taba Ho #Israel Or #RSSTerrorists ) #KashmirBleeds #ModiVirusKillingKashmiris #Kashmir,Happy
Bekar nhi super bekar... CaT formation was supposed to b dere...but tyari nhi ki....ultimalty lac employees will suffer...jinhy abhi nhi baad mein pta chlega when only or bench will b here dat too for short period,Anger
Gaaliaan na khany waly kaam karny ka promise karo toh socha ja sakta iss bary mei lol,Neutral
"Nawaz Haq lay leta, agar receipts lay aata; ab app chor ko to defend na karen.. jo dawai lenay gaya abhi tak na uss nay dawai li na he wo bemaar hua... Apnay mayar ko drust simat lay kar jain... atleast choron say mawazna na karen.... ye PM abhi karzay he utaar raha hai.",Neutral
o irfan daffer admi chup kr kia fasool question krte rehtey ho khotay,Anger
Honar s mobile for sale. Blue colour me hai sirf days istamal howa hai full warranty box hand free or charger hai sir me for contact,Neutral
Blkl fake he q ke is name ka kbhi koi aeroplane tha hi nhi % surity he . You can search,Neutral
": When you finally realise that 'Lockdown ke baad exams hai, aur kuch bhi nhi pda hai'",Sad
"Bro, akali dal looted punjab since so many years. Last option was congress. But they are doing the same. So I don't think so congress next election shayad hi jeetegi",Neutral
Vo to jo ker rahe hai thik hai sir lekin aap jo dalali ker rahe hai uska kya,Anger
Open hai,Neutral
Pti govt sa pehla pakistan IMF kp qarza deta ta lakin ab imran khan ka aty he sub ulta hogya.,Neutral
"#PMModi Speech sunke Yad aai idiots ki: Instrument that record, analyse, summarise, organise, debate and explain information that is illustrative, non illustrative,hard bound paper bag jacketed, non-jacketed, with forward introduction table of contents... kehna kya chahte ho?",Neutral
Guys Shahnaz jaldi se live nahin aati hai agar usne liver Aakar bola hai important hoga please nofandom focus on Bhula Dunga Gyes song k comment box m ek game start krte h. Jo bhi jitni bar bhi song dekhega vah #SidNaaz #SidHearts #Shehnaazians k age no add krne like #sidnaaz,Neutral
Itni hi care hai tou ab aik banda bhi la dou k call karun usay.,Neutral
Aa gaya sabka Baap Ne Yo Yo is back,Happy
"Guys please help me understand, larki phele to larke ko chor k kishi or se saadi Kerne chali. Problem hua to wapas aane lagi.. Larke ko kya CHUTIYA samjhi thi kya..??",Anger
Love u bhai apki videos boht achi hoti hain luv u Bye,Happy
Pakistan me b yeh jail ha but only for politics,Neutral
Hello punjabistani. India banglades border me kansa force hai,Neutral
All support. Please do...Twitter ke Ghar mein ghus kar mar... Bhaut ho gaya shadow banning,Anger
Bhai ka weight bhari ho gya.....,Neutral
FAKE VIDEO : !!! Kaha Hai Asal Haqiqat,Neutral
Bhaiya faayda ho rha hai agar nhi hota lockdown toh America se bhi buri haalat hoti yahan,Neutral
Ye scheme hamaray liye hai hi nahi.,Neutral
k Qaidi bhutto na qaid karwaya tha? Defeat deed pa signature us na kia tha? Siyasat hoti rhati hai lekin army ka kam hai mulk ko jor ka rhakna kisi b mahaz pa larna or jeetana sa thora sa hi halaat bhatar hain abi balochistan main lekin army na state rit qaim ki huwi hai.,Neutral
st off all its fake or bache ko maa ni blke bap khila rha h,Neutral
: Itna Khof Hai to Resign Dey kar Ghar Baitho.. Wese b tum ne kon se Awam ki Khidmat Karni hai Awam ko Smart Lo,Neutral
"Fake repotting kar raha hai video bhi fake lag raha hai,,, fault news please fact check",Neutral
It e kamzor politicians se itne ghabraatee hai BJP. Goes to show () BJP inferiority complex. None of the BJP 'leaders' are good looking () BJP is jealous of name recognition. No one had heard of the current crop of BJP leaders prior to the elections,Neutral
Jese hi notification aaya khushi ka thikana na raha,Happy
Aate hi chha gaye The king of raper Yo yo honey Singh,Happy
Ghaddar se better ha ham aise hi thek hein ... at least we dont bark against our country ... we are not asking you to forget your history as pigs have nothing but ghaddar ... buzz of now and dont buzz again .. bara aya changez Khan ki aulad .. Mr jaffar Mir sadiq,Anger
Mere pass lt0 gb ROM gb ram sale krna ha Price set OK color wahit ha baki daba ha. Contact,Neutral
Turkey ki actress hai hmein is se kya Aur khud ju jesi pics dekti hai ye awaam us pe shrm nhin ati ... idhr shrm aur hassi a rhi hai koi haal nhin ... tou sb pe bola kro na aik pe bol kr dosry trf kya karnaamay lgi hui hai qoum,Anger
Yo yo is back... a lot of love from pakistan.. cha gya bhai,Happy
: mujhe meri Home loan subsidy abhi tak nahi mili hai. Please meri help karo,Neutral
Maaa ki choot YouTube walo bhosdiwale views freeze kar diye tumahari ma ka bhosda,Anger
Sindhi Firoz ya Jahangir name nahi rakhte samjhe Jo sahi hai to sahi bolo na,Neutral
Bhai raat ke :31 pr neend hi nahia arahi excitement ki waja se. big fan of yo yo from Pakistan,Happy
mje aisa lg ra ha vote PTI ko dia tha na tum nay,Neutral
"Among all the scary marriage dreams i have in sleep, once i was begging my amma to tell me the truth woh kitny saal bara hai mjh say xD and its my biggest fear in an arranged marriage( the only choice)",Happy
This is going to be India's first song to cross millions very fast just because of YO YO. Nam hi Kafi h trending m anne K liye to.,Happy
Ap ki video ka kohi mokabla hi nahi an free masons ka oper bhi banal or illuminati ka oper bhi bnay Thanks for feeding,Neutral
Keep it up bro aur aj bare dar bad ap ke video aye ha,Happy
Aik ore Dohka Govt Employees ki day ki salary COVID k Nam par le Kar WAPDA k baqayajat me dedi gai ye Han New Change Inshallah ab again vote PTI ko NH kisi Faqeer ko de du tu usko b Allah ka khof ho GA but Imran khan ko Ghareebo Ka Ahsas NH just apni Kursi save Kar raha hn.,Anger
does XL0 can have password on main menu.answer plz,Neutral
Lo agiaa bacho k liaye naya song.. Just chill baby's...,Neutral
sir please daikhay ap ye and resolve krwaye ye.,Neutral
ghante mein million se upar ho jayega aaram se..... WILL BE TRENDING....ROCKING...BUT ONE THING IS SURE THAT THIS SONG TOO DOESN'T CONTAINS THE OLD YO YO VERSE...HIS SOUND,Neutral
Super bhaijaan Honey singh come back aaj to party dunga bhaio ko,Neutral
Love you #YoYo maza aa gya,Happy
I am the st yarrrr like e kr doo nice videoo,Neutral
Mery pass S9 mobile he wo me sale karna cahta hu jo k achi halat me hy fainal R.s.6k..09,Neutral
Bapp is back kursi sambhal lo,Happy
Ab Kya hua? What news?,Neutral
: Tharrrrr sindh... Latest status.. Sharmilla g just smile q k bhutto tu zinda hy...,Neutral
qmobile xs lush condition month warrnty box charger sb kuch sath black color only serius buyers rabta karian chkawal tallagang,Neutral
Wow . Bohot informative video this thanks for the video . Aysi or videos bhi bnayen,Happy
Who brought us into world of rap..:honey singh Bhai kuch bhi kaho apne schools ke dino me khoob sune hai honey ke gaane,Neutral
"Bhai sab hi khatarnak jobs hain,l will give you Likes for this video.",Happy
Bhot khusi ho rhi tumko wapss dekh kr... Yo yo is coming yeeeee,Happy
Good morning kaise ho aap sab . Sayd ye aapke liye good news ho ki rbi aanouce kr sakta hai may ke bich me ... Ye chota sa proof hai puri detail link me tap kro #savethem #OperationHaftaVasooli,Neutral
k view me hang ho gya h YouTube,Neutral
Sir IRMS k recruitment ka kya hua ..Plz provide information..atleast examination pattern toh bta de taaki lockdown me preparation toh kr paaye hum students,Neutral
agr kisi k pass qmobile m9 ka koi cover hai to plzz mujhe batao,Neutral
"Ohh my Lord! How horrible these punishments were, they must be given now to murderers n rapists! Sab seedhy ho Jain gy!",Neutral
Heartbreaking song.....heard almost times....mashallah... anyone??? Sab kuch badal gaya mera....,Sad
USA Example Hai AAP ke Samne Jaan Rahege Jahan phir ban Sakta hai jab Jaan hi nahin hogi paisa kis kaam ka Paisa sab rakha rah jayega Kindly first priority life If u choose Between paisa and life Then everyone choose Life Save Life,Neutral
Choro yr name nahi lena chah rha me ap sunao kya horha?,Neutral
Ye dono mere pass ha. Tum tou cooking ke Einstein nikle,Happy
Hahahah Nabeel bhai Actually baat Kd ki hoti Haai Is game ma Tier ki Ni... Mein ny diamond ma Bhoot Outclass player dekhy hain Jo Ace walon sy Bhi achy haain... Koi ni next season Ace He sai...,Neutral
Bhai m honey ka fan tha but ab isse nhi ho rha,Neutral
Aghr koi bhi Q a1 lite warranty min Islamabad minsale krna Chattanooga hi k min percent ho.09 PR rabta kry,Neutral
Mai phone sale krna chats hu abhi month huway hain koi problem nahi hai set bohot acha hai My contact number,Neutral
"So ehen are u going to arrest or tgis law will apply to poors only.... If failed to implement its election motto of ""Do nahi Aik Pakistan"" then they don't have any right to govern.....",Anger
"Pm sab ap bi chaina ki tarha Kashmir main gus jaye. Allah hamary sath hai aur In Sha Allah, Allah hamari madad Kary ga",Neutral
Nawaz Sharif sahab ki vajah se is liye public Road per hai,Neutral
"what happened to lyrics ...now kyu ab badshah ,raftaar, lil golu jesse lyricist nhi rhe na",Neutral
Ek hi hai Pakistan and thats for the elite. Hum tou sala galti say agae is main,Anger
Iska Lage Rona Hai baap ka naam bhi mention Karva Leta,Neutral
